index,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Years Active,Renewals per Checkouts,User Count,Average_Checkouts
1661,ADULT,15,4,60-64,Chinatown,April,2014,phone,False,2005,False,9,0.27,194,0.07731958762886598
3139,ADULT,5,0,35-44,Main Library,April,2015,email,True,2014,False,1,0.0,1242,0.004025764895330112
2178,ADULT,5,8,25-34,Main Library,April,2015,email,True,2012,False,3,1.6,1242,0.004025764895330112
2188,ADULT,2,0,25-34,Main Library,April,2014,email,True,2014,False,0,0.0,1242,0.001610305958132045
3325,SENIOR,73,10,75+,Richmond,April,2015,phone,False,2007,False,8,0.14,248,0.29435483870967744
631,ADULT,6,4,25-34,Main Library,April,2015,email,True,2011,False,4,0.67,1242,0.004830917874396135
1219,SENIOR,1,0,65-74,Chinatown,April,2014,email,True,2013,False,1,0.0,194,0.005154639175257732
3177,ADULT,9,0,35-44,Main Library,April,2014,email,True,2013,False,1,0.0,1242,0.007246376811594203
4186,ADULT,21,23,60-64,Richmond,April,2014,email,True,2009,False,5,1.1,248,0.0846774193548387
538,ADULT,191,0,45-54,Main Library,April,2014,print,False,2013,False,1,0.0,1242,0.1537842190016103
1665,ADULT,162,1,45-54,Chinatown,April,2014,phone,False,2009,False,5,0.01,194,0.8350515463917526
1962,ADULT,12,0,25-34,Chinatown,April,2014,email,True,2013,False,1,0.0,194,0.061855670103092786
2809,JUVENILE,112,13,10-19,Mission,April,2013,email,True,2011,False,2,0.12,350,0.32
2082,ADULT,23,0,45-54,Main Library,April,2015,email,True,2010,False,5,0.0,1242,0.018518518518518517
2842,ADULT,6,8,25-34,Main Library,April,2015,email,True,2014,False,1,1.33,1242,0.004830917874396135
2864,ADULT,5,0,35-44,Main Library,April,2014,email,True,2014,False,0,0.0,1242,0.004025764895330112
2551,ADULT,3,0,25-34,Main Library,April,2015,email,True,2014,False,1,0.0,1242,0.0024154589371980675
4203,ADULT,26,9,60-64,Main Library,April,2013,email,True,2009,False,4,0.35,1242,0.020933977455716585
2851,ADULT,3,9,25-34,Main Library,April,2014,email,True,2014,False,0,3.0,1242,0.0024154589371980675
3515,ADULT,36,1,45-54,Mission,April,2014,phone,False,2008,False,6,0.03,350,0.10285714285714286
3085,ADULT,27,33,20-24,Main Library,April,2014,email,True,2012,False,2,1.22,1242,0.021739130434782608
467,ADULT,39,0,35-44,Main Library,April,2015,phone,False,2011,False,4,0.0,1242,0.03140096618357488
2090,ADULT,37,0,20-24,Main Library,April,2014,email,True,2013,False,1,0.0,1242,0.029790660225442835
2511,ADULT,88,23,25-34,Main Library,April,2014,email,True,2008,False,6,0.26,1242,0.07085346215780998
3929,SENIOR,4,2,65-74,Richmond,April,2015,email,True,2014,False,1,0.5,248,0.016129032258064516
2951,ADULT,8,7,35-44,Main Library,April,2015,email,True,2014,False,1,0.88,1242,0.00644122383252818
773,ADULT,173,15,45-54,Chinatown,April,2015,phone,False,2007,False,8,0.09,194,0.8917525773195877
1255,ADULT,30,7,25-34,Mission,April,2012,phone,False,2009,False,3,0.23,350,0.08571428571428572
3862,ADULT,0,0,25-34,Main Library,April,2015,phone,False,2015,False,0,0.0,1242,0.0
1060,JUVENILE,36,0,0-9,Mission,April,2013,email,True,2009,False,4,0.0,350,0.10285714285714286
3832,ADULT,10,6,25-34,Main Library,April,2009,email,True,2008,False,1,0.6,1242,0.008051529790660225
3979,JUVENILE,26,0,10-19,Excelsior,April,2015,phone,False,2011,False,4,0.0,247,0.10526315789473684
1154,YOUNG ADULT,5,0,10-19,Mission,April,2014,email,True,2013,False,1,0.0,350,0.014285714285714285
3845,ADULT,5,0,45-54,Excelsior,April,2014,email,True,2014,False,0,0.0,247,0.020242914979757085
4510,JUVENILE,64,1,10-19,Mission,April,2014,email,True,2011,False,3,0.02,350,0.18285714285714286
3781,YOUNG ADULT,4,0,10-19,Main Library,April,2015,email,True,2013,False,2,0.0,1242,0.00322061191626409
4637,ADULT,4,0,45-54,Main Library,April,2014,email,True,2013,False,1,0.0,1242,0.00322061191626409
3533,ADULT,84,11,45-54,Excelsior,April,2014,phone,False,2011,False,3,0.13,247,0.340080971659919
3754,ADULT,18,0,35-44,Main Library,April,2014,email,True,2010,False,4,0.0,1242,0.014492753623188406
4576,SENIOR,6,7,65-74,Main Library,April,2014,email,True,2011,False,3,1.17,1242,0.004830917874396135
1343,ADULT,5,9,35-44,Main Library,April,2014,email,True,2014,False,0,1.8,1242,0.004025764895330112
4677,ADULT,40,0,35-44,Main Library,April,2015,email,True,2011,False,4,0.0,1242,0.0322061191626409
1385,ADULT,26,36,20-24,Main Library,April,2015,phone,True,2009,False,6,1.38,1242,0.020933977455716585
3718,ADULT,55,84,35-44,Main Library,April,2014,email,True,2005,False,9,1.53,1242,0.04428341384863124
789,ADULT,59,8,35-44,Main Library,April,2014,email,True,2010,False,4,0.14,1242,0.04750402576489533
3086,SENIOR,1,1,65-74,Excelsior,April,2014,print,False,2013,False,1,1.0,247,0.004048582995951417
4211,ADULT,1,2,20-24,Mission,April,2014,email,True,2012,False,2,2.0,350,0.002857142857142857
170,ADULT,22,0,35-44,Main Library,April,2015,phone,False,2013,False,2,0.0,1242,0.017713365539452495
4721,ADULT,8,1,10-19,Main Library,April,2015,email,True,2011,False,4,0.12,1242,0.00644122383252818
4193,ADULT,93,38,45-54,Mission,April,2014,phone,False,2006,False,8,0.41,350,0.26571428571428574
1651,ADULT,7,1,25-34,Mission,April,2014,print,False,2013,False,1,0.14,350,0.02
200,ADULT,33,0,60-64,Main Library,April,2014,phone,False,2014,False,0,0.0,1242,0.026570048309178744
3738,ADULT,17,21,20-24,Main Library,April,2015,email,True,2007,False,8,1.24,1242,0.013687600644122383
4857,ADULT,6,2,25-34,Main Library,April,2013,email,True,2013,False,0,0.33,1242,0.004830917874396135
1190,ADULT,5,0,10-19,Main Library,April,2015,email,True,2013,False,2,0.0,1242,0.004025764895330112
4561,ADULT,6,0,25-34,Main Library,April,2015,email,True,2014,False,1,0.0,1242,0.004830917874396135
922,JUVENILE,149,56,10-19,Main Library,April,2015,email,True,2012,False,3,0.38,1242,0.11996779388083736
4974,ADULT,1,0,25-34,Mission,April,2013,phone,False,2005,False,8,0.0,350,0.002857142857142857
4227,ADULT,2,0,35-44,Main Library,April,2013,email,True,2013,False,0,0.0,1242,0.001610305958132045
736,ADULT,1,0,35-44,Mission,April,2014,email,True,2014,False,0,0.0,350,0.002857142857142857
960,ADULT,2,8,25-34,Main Library,April,2014,email,True,2013,False,1,4.0,1242,0.001610305958132045
4263,SENIOR,25,0,75+,Main Library,April,2014,phone,False,2009,False,5,0.0,1242,0.020128824476650563
4280,ADULT,1,0,25-34,Main Library,April,2013,email,True,2013,False,0,0.0,1242,0.0008051529790660225
359,ADULT,70,9,25-34,Mission,April,2014,phone,False,2005,False,9,0.13,350,0.2
996,ADULT,53,0,45-54,Main Library,April,2015,email,True,2011,False,4,0.0,1242,0.0426731078904992
890,ADULT,14,9,35-44,Main Library,April,2015,email,True,2010,False,5,0.64,1242,0.011272141706924315
4372,ADULT,3,3,35-44,Main Library,April,2015,email,True,2015,False,0,1.0,1242,0.0024154589371980675
1186,ADULT,12,0,35-44,Main Library,April,2013,email,True,2013,False,0,0.0,1242,0.00966183574879227
212,ADULT,9,0,35-44,Mission,April,2015,email,True,2007,False,8,0.0,350,0.025714285714285714
60,ADULT,2,4,25-34,Main Library,April,2015,email,True,2015,False,0,2.0,1242,0.001610305958132045
1055,ADULT,0,0,25-34,Main Library,April,2015,print,False,2015,False,0,0.0,1242,0.0
4410,SENIOR,9,8,65-74,Main Library,April,2015,phone,True,2009,False,6,0.89,1242,0.007246376811594203
4419,ADULT,10,0,45-54,Main Library,April,2013,print,False,2013,False,0,0.0,1242,0.008051529790660225
38,ADULT,1,0,20-24,Mission,April,2015,email,True,2011,False,4,0.0,350,0.002857142857142857
30,ADULT,6,1,35-44,Mission,April,2014,phone,False,2013,False,1,0.17,350,0.017142857142857144
4746,ADULT,8,0,35-44,Excelsior,April,2013,email,True,2013,False,0,0.0,247,0.032388663967611336
4696,JUVENILE,7,7,0-9,Excelsior,April,2014,phone,False,2014,False,0,1.0,247,0.02834008097165992
3938,ADULT,28,3,25-34,Main Library,April,2015,phone,False,2008,False,7,0.11,1242,0.02254428341384863
4544,ADULT,1,1,55-59,Main Library,April,2015,print,False,2015,False,0,1.0,1242,0.0008051529790660225
1048,ADULT,14,0,35-44,Mission,April,2015,phone,False,2009,False,6,0.0,350,0.04
1049,ADULT,11,17,20-24,Main Library,April,2014,email,True,2011,False,3,1.55,1242,0.008856682769726247
1789,ADULT,32,4,25-34,Excelsior,April,2013,email,True,2009,False,4,0.12,247,0.12955465587044535
619,ADULT,1,2,25-34,Richmond,April,2013,email,True,2013,False,0,2.0,248,0.004032258064516129
690,ADULT,7,0,25-34,Main Library,April,2014,email,True,2014,False,0,0.0,1242,0.005636070853462158
3502,ADULT,153,47,10-19,Main Library,April,2011,phone,False,2006,False,5,0.31,1242,0.12318840579710146
929,ADULT,8,2,35-44,Richmond,April,2015,email,True,2005,False,10,0.25,248,0.03225806451612903
256,SENIOR,480,1,65-74,Excelsior,April,2012,phone,False,2010,False,2,0.0,247,1.94331983805668
2221,ADULT,8,0,25-34,Mission,April,2015,phone,False,2014,False,1,0.0,350,0.022857142857142857
172,ADULT,2,4,35-44,Richmond,April,2015,email,True,2015,False,0,2.0,248,0.008064516129032258
657,ADULT,95,0,25-34,Main Library,April,2015,email,True,2014,False,1,0.0,1242,0.07648953301127215
1625,ADULT,1,0,20-24,Main Library,April,2014,email,True,2014,False,0,0.0,1242,0.0008051529790660225
1834,SENIOR,5,3,65-74,Main Library,April,2015,email,True,2011,False,4,0.6,1242,0.004025764895330112
317,ADULT,18,28,25-34,Richmond,April,2015,email,True,2013,False,2,1.56,248,0.07258064516129033
1831,YOUNG ADULT,9,3,10-19,Main Library,April,2013,email,True,2012,False,1,0.33,1242,0.007246376811594203
956,YOUNG ADULT,3,0,10-19,Richmond,April,2015,print,False,2012,False,3,0.0,248,0.012096774193548387
1098,ADULT,91,77,45-54,Excelsior,April,2014,email,True,2011,False,3,0.85,247,0.3684210526315789
3456,ADULT,5,11,45-54,Main Library,April,2015,email,True,2013,False,2,2.2,1242,0.004025764895330112
1046,ADULT,8,0,35-44,Excelsior,April,2014,phone,False,2008,False,6,0.0,247,0.032388663967611336
445,JUVENILE,8,0,10-19,Excelsior,April,2014,email,True,2013,False,1,0.0,247,0.032388663967611336
3443,ADULT,16,16,35-44,Main Library,April,2015,email,True,2011,False,4,1.0,1242,0.01288244766505636
245,ADULT,14,14,25-34,Main Library,April,2015,phone,False,2014,False,1,1.0,1242,0.011272141706924315
1708,ADULT,1,0,35-44,Main Library,April,2015,email,True,2011,False,4,0.0,1242,0.0008051529790660225
1728,ADULT,12,1,45-54,Main Library,April,2015,email,True,2014,False,1,0.08,1242,0.00966183574879227
1775,ADULT,18,0,25-34,Excelsior,April,2013,email,True,2013,False,0,0.0,247,0.0728744939271255
671,SENIOR,27,8,75+,Richmond,April,2013,email,True,2005,False,8,0.3,248,0.10887096774193548
660,ADULT,195,253,35-44,Richmond,April,2015,email,True,2010,False,5,1.3,248,0.7862903225806451
3463,ADULT,59,53,25-34,Main Library,April,2015,email,True,2009,False,6,0.9,1242,0.04750402576489533
1330,ADULT,10,2,60-64,Excelsior,April,2013,print,False,2007,False,6,0.2,247,0.04048582995951417
1839,ADULT,145,219,25-34,Main Library,April,2014,email,True,2012,False,2,1.51,1242,0.11674718196457327
231,ADULT,15,0,25-34,Main Library,April,2013,phone,False,2006,False,7,0.0,1242,0.012077294685990338
3972,JUVENILE,21,0,10-19,Mission,April,2014,email,True,2011,False,3,0.0,350,0.06
4852,ADULT,1,1,55-59,Chinatown,April,2015,email,True,2015,False,0,1.0,194,0.005154639175257732
1617,SENIOR,1,0,75+,Excelsior,April,2013,phone,False,2013,False,0,0.0,247,0.004048582995951417
1585,YOUNG ADULT,38,1,10-19,Excelsior,April,2013,phone,False,2007,False,6,0.03,247,0.15384615384615385
34,JUVENILE,65,0,0-9,Excelsior,April,2013,email,True,2012,False,1,0.0,247,0.2631578947368421
973,ADULT,59,13,45-54,Richmond,April,2012,phone,True,2010,False,2,0.22,248,0.23790322580645162
1036,ADULT,3,1,25-34,Richmond,April,2014,email,True,2010,False,4,0.33,248,0.012096774193548387
4956,ADULT,45,1,45-54,Main Library,April,2015,phone,False,2011,False,4,0.02,1242,0.036231884057971016
2749,ADULT,7,2,20-24,Main Library,May,2015,email,True,2013,False,2,0.29,1242,0.005636070853462158
4931,JUVENILE,3,0,0-9,Richmond,May,2014,email,True,2014,False,0,0.0,248,0.012096774193548387
48,ADULT,243,14,60-64,Chinatown,May,2015,phone,False,2005,False,10,0.06,194,1.2525773195876289
3,ADULT,35,0,35-44,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.02818035426731079
3746,SENIOR,60,7,65-74,Richmond,May,2015,phone,False,2005,False,10,0.12,248,0.24193548387096775
4488,ADULT,5,0,25-34,Main Library,May,2015,email,True,2015,False,0,0.0,1242,0.004025764895330112
762,ADULT,58,3,35-44,Richmond,May,2014,email,True,2008,False,6,0.05,248,0.23387096774193547
3675,ADULT,11,10,55-59,Richmond,May,2015,phone,False,2013,False,2,0.91,248,0.04435483870967742
3484,JUVENILE,463,1,10-19,Richmond,May,2015,phone,False,2011,False,4,0.0,248,1.8669354838709677
2711,ADULT,2336,193,45-54,Main Library,May,2015,email,True,2010,False,5,0.08,1242,1.8808373590982286
4192,ADULT,94,12,25-34,Main Library,May,2015,email,True,2011,False,4,0.13,1242,0.07568438003220612
4502,ADULT,8,0,35-44,Main Library,May,2014,email,True,2009,False,5,0.0,1242,0.00644122383252818
4001,JUVENILE,10,0,0-9,Main Library,May,2014,print,False,2011,False,3,0.0,1242,0.008051529790660225
1009,ADULT,6,1,55-59,Richmond,May,2010,email,True,2010,False,0,0.17,248,0.024193548387096774
4661,ADULT,47,84,35-44,Mission,May,2015,email,True,2009,False,6,1.79,350,0.13428571428571429
3473,JUVENILE,19,0,10-19,Mission,May,2015,email,True,2012,False,3,0.0,350,0.054285714285714284
4899,ADULT,64,17,25-34,Mission,May,2014,email,True,2008,False,6,0.27,350,0.18285714285714286
4333,ADULT,2,0,10-19,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.001610305958132045
298,SENIOR,1,0,65-74,Main Library,May,2012,email,True,2006,False,6,0.0,1242,0.0008051529790660225
967,ADULT,40,60,35-44,Richmond,May,2015,email,True,2012,False,3,1.5,248,0.16129032258064516
4504,ADULT,2,0,35-44,Main Library,May,2015,email,True,2014,False,1,0.0,1242,0.001610305958132045
3479,ADULT,115,121,20-24,Mission,May,2014,email,True,2008,False,6,1.05,350,0.32857142857142857
3329,ADULT,55,94,25-34,Main Library,May,2015,email,True,2011,False,4,1.71,1242,0.04428341384863124
3501,ADULT,17,0,60-64,Mission,May,2014,phone,False,2013,False,1,0.0,350,0.04857142857142857
4137,ADULT,1,1,55-59,Main Library,May,2013,email,True,2008,False,5,1.0,1242,0.0008051529790660225
2730,ADULT,24,8,25-34,Main Library,May,2014,phone,False,2006,False,8,0.33,1242,0.01932367149758454
4148,SENIOR,89,38,65-74,Richmond,May,2010,email,True,2006,False,4,0.43,248,0.3588709677419355
3385,JUVENILE,1,0,0-9,Main Library,May,2015,email,True,2015,False,0,0.0,1242,0.0008051529790660225
4005,ADULT,3,0,25-34,Main Library,May,2013,email,True,2012,False,1,0.0,1242,0.0024154589371980675
2740,ADULT,51,26,35-44,Main Library,May,2014,email,True,2012,False,2,0.51,1242,0.04106280193236715
2830,ADULT,3,1,25-34,Main Library,May,2013,email,True,2013,False,0,0.33,1242,0.0024154589371980675
2866,ADULT,14,3,25-34,Main Library,May,2013,email,True,2008,False,5,0.21,1242,0.011272141706924315
4893,ADULT,8,0,55-59,Main Library,May,2014,phone,False,2010,False,4,0.0,1242,0.00644122383252818
3406,ADULT,16,0,25-34,Main Library,May,2013,email,True,2012,False,1,0.0,1242,0.01288244766505636
3016,ADULT,13,0,25-34,Main Library,May,2015,email,True,2011,False,4,0.0,1242,0.010466988727858293
4332,ADULT,111,4,45-54,Mission,May,2015,email,True,2006,False,9,0.04,350,0.3171428571428571
4700,ADULT,76,8,0-9,Main Library,May,2015,email,True,2014,False,1,0.11,1242,0.061191626409017714
3710,ADULT,1,0,25-34,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.0008051529790660225
3065,ADULT,59,24,25-34,Main Library,May,2015,email,True,2013,False,2,0.41,1242,0.04750402576489533
87,ADULT,8,0,25-34,Richmond,May,2015,email,True,2013,False,2,0.0,248,0.03225806451612903
171,ADULT,7,0,35-44,Main Library,May,2014,email,True,2011,False,3,0.0,1242,0.005636070853462158
4715,ADULT,12,0,55-59,Main Library,May,2014,phone,True,2012,False,2,0.0,1242,0.00966183574879227
2011,ADULT,20,0,25-34,Richmond,May,2013,email,True,2012,False,1,0.0,248,0.08064516129032258
53,ADULT,5,0,45-54,Richmond,May,2012,email,True,2009,False,3,0.0,248,0.020161290322580645
4726,ADULT,2,0,55-59,Main Library,May,2015,phone,False,2012,False,3,0.0,1242,0.001610305958132045
3070,ADULT,31,0,25-34,Main Library,May,2014,phone,False,2010,False,4,0.0,1242,0.0249597423510467
3989,ADULT,6,0,25-34,Mission,May,2015,phone,True,2015,False,0,0.0,350,0.017142857142857144
192,ADULT,9,5,25-34,Main Library,May,2015,email,True,2015,False,0,0.56,1242,0.007246376811594203
3643,ADULT,6,0,25-34,Main Library,May,2015,email,True,2009,False,6,0.0,1242,0.004830917874396135
4785,ADULT,7,4,35-44,Main Library,May,2010,print,False,2005,False,5,0.57,1242,0.005636070853462158
2170,SENIOR,292,52,65-74,Richmond,May,2015,phone,False,2013,False,2,0.18,248,1.1774193548387097
4792,ADULT,12,4,35-44,Main Library,May,2012,email,True,2009,False,3,0.33,1242,0.00966183574879227
3583,ADULT,1,1,25-34,Main Library,May,2015,email,True,2015,False,0,1.0,1242,0.0008051529790660225
3118,ADULT,15,4,35-44,Main Library,May,2013,email,True,2013,False,0,0.27,1242,0.012077294685990338
4881,ADULT,32,2,25-34,Main Library,May,2013,email,True,2012,False,1,0.06,1242,0.02576489533011272
4689,ADULT,21,2,25-34,Main Library,May,2013,print,False,2013,False,0,0.1,1242,0.016908212560386472
4536,ADULT,42,18,55-59,Main Library,May,2015,email,True,2006,False,9,0.43,1242,0.033816425120772944
273,ADULT,65,138,25-34,Main Library,May,2015,email,True,2008,False,7,2.12,1242,0.05233494363929147
1975,SENIOR,3,0,65-74,Richmond,May,2014,email,True,2010,False,4,0.0,248,0.012096774193548387
3936,ADULT,5,0,20-24,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.004025764895330112
4540,JUVENILE,5,0,0-9,Main Library,May,2014,phone,False,2014,False,0,0.0,1242,0.004025764895330112
3912,JUVENILE,112,0,0-9,Main Library,May,2015,phone,False,2011,False,4,0.0,1242,0.09017713365539452
2899,ADULT,38,14,20-24,Main Library,May,2015,email,True,2006,False,9,0.37,1242,0.030595813204508857
410,YOUNG ADULT,9,0,10-19,Main Library,May,2014,email,True,2008,False,6,0.0,1242,0.007246376811594203
4559,ADULT,1,0,60-64,Main Library,May,2005,email,True,2005,False,0,0.0,1242,0.0008051529790660225
252,ADULT,4,4,20-24,Main Library,May,2015,email,True,2015,False,0,1.0,1242,0.00322061191626409
3259,ADULT,60,5,35-44,Richmond,May,2015,phone,False,2011,False,4,0.08,248,0.24193548387096775
3427,ADULT,1,6,35-44,Main Library,May,2015,email,True,2010,False,5,6.0,1242,0.0008051529790660225
4549,JUVENILE,11,0,0-9,Mission,May,2011,print,False,2011,False,0,0.0,350,0.03142857142857143
114,ADULT,0,0,35-44,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.0
3800,ADULT,3,4,35-44,Main Library,May,2014,email,True,2012,False,2,1.33,1242,0.0024154589371980675
3172,ADULT,4,2,25-34,Main Library,May,2013,email,True,2008,False,5,0.5,1242,0.00322061191626409
124,ADULT,7,11,25-34,Main Library,May,2015,phone,False,2010,False,5,1.57,1242,0.005636070853462158
3785,SENIOR,28,38,65-74,Main Library,May,2014,email,True,2011,False,3,1.36,1242,0.02254428341384863
3566,ADULT,1,0,25-34,Mission,May,2015,print,False,2015,False,0,0.0,350,0.002857142857142857
3489,ADULT,10,0,25-34,Main Library,May,2014,phone,False,2010,False,4,0.0,1242,0.008051529790660225
235,ADULT,3,6,45-54,Main Library,May,2015,email,True,2012,False,3,2.0,1242,0.0024154589371980675
141,ADULT,2,0,25-34,Main Library,May,2014,email,True,2010,False,4,0.0,1242,0.001610305958132045
3499,ADULT,1,0,45-54,Main Library,May,2014,email,True,2012,False,2,0.0,1242,0.0008051529790660225
4353,ADULT,14,6,25-34,Mission,May,2009,email,True,2006,False,3,0.43,350,0.04
3011,JUVENILE,7,0,10-19,Main Library,May,2015,email,True,2006,False,9,0.0,1242,0.005636070853462158
3290,ADULT,28,21,35-44,Main Library,May,2014,phone,False,2012,False,2,0.75,1242,0.02254428341384863
918,YOUNG ADULT,5,0,10-19,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.004025764895330112
3465,ADULT,14,12,25-34,Mission,May,2013,email,True,2005,False,8,0.86,350,0.04
1389,ADULT,3,7,25-34,Main Library,May,2015,email,True,2013,False,2,2.33,1242,0.0024154589371980675
3562,ADULT,239,32,60-64,Chinatown,May,2015,print,False,2013,False,2,0.13,194,1.231958762886598
3323,ADULT,11,10,25-34,Excelsior,May,2013,email,True,2013,False,0,0.91,247,0.044534412955465584
2600,YOUNG ADULT,23,4,10-19,Mission,May,2015,email,True,2006,False,9,0.17,350,0.06571428571428571
2142,ADULT,8,8,20-24,Main Library,May,2015,email,True,2015,False,0,1.0,1242,0.00644122383252818
3433,ADULT,404,176,45-54,Excelsior,May,2015,email,True,2006,False,9,0.44,247,1.6356275303643724
1336,ADULT,2,0,35-44,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.001610305958132045
2168,ADULT,2,0,45-54,Main Library,May,2015,email,True,2012,False,3,0.0,1242,0.001610305958132045
3525,JUVENILE,15,0,10-19,Excelsior,May,2015,phone,False,2010,False,5,0.0,247,0.06072874493927125
1316,ADULT,27,17,25-34,Main Library,May,2015,email,True,2011,False,4,0.63,1242,0.021739130434782608
1309,ADULT,6,0,35-44,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.004830917874396135
3588,ADULT,19,0,20-24,Excelsior,May,2014,email,True,2013,False,1,0.0,247,0.07692307692307693
3769,ADULT,3,0,35-44,Excelsior,May,2015,email,True,2011,False,4,0.0,247,0.012145748987854251
3333,JUVENILE,311,9,0-9,Chinatown,May,2014,email,True,2010,False,4,0.03,194,1.6030927835051547
2700,ADULT,53,2,45-54,Mission,May,2014,phone,True,2013,False,1,0.04,350,0.15142857142857144
1117,ADULT,1,0,45-54,Mission,May,2014,email,True,2011,False,3,0.0,350,0.002857142857142857
565,YOUNG ADULT,162,14,10-19,Main Library,May,2015,email,True,2008,False,7,0.09,1242,0.13043478260869565
1173,ADULT,15,0,45-54,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.012077294685990338
3255,ADULT,2,2,25-34,Mission,May,2014,email,True,2013,False,1,1.0,350,0.005714285714285714
3006,JUVENILE,93,9,0-9,Mission,May,2013,email,True,2012,False,1,0.1,350,0.26571428571428574
1177,ADULT,4,0,25-34,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.00322061191626409
494,ADULT,4,0,20-24,Main Library,May,2014,email,True,2010,False,4,0.0,1242,0.00322061191626409
2341,ADULT,12,2,55-59,Main Library,May,2015,email,True,2015,False,0,0.17,1242,0.00966183574879227
2589,SENIOR,21,4,65-74,Mission,May,2014,phone,False,2006,False,8,0.19,350,0.06
1113,YOUNG ADULT,23,0,10-19,Mission,May,2013,email,True,2013,False,0,0.0,350,0.06571428571428571
518,ADULT,12,11,35-44,Main Library,May,2015,email,True,2011,False,4,0.92,1242,0.00966183574879227
148,JUVENILE,46,0,0-9,Chinatown,May,2014,email,True,2013,False,1,0.0,194,0.23711340206185566
2884,ADULT,58,75,25-34,Mission,May,2012,email,True,2005,False,7,1.29,350,0.1657142857142857
2843,ADULT,6,0,45-54,Mission,May,2014,email,True,2010,False,4,0.0,350,0.017142857142857144
3134,ADULT,11,23,20-24,Chinatown,May,2015,email,True,2014,False,1,2.09,194,0.05670103092783505
542,ADULT,27,33,55-59,Main Library,May,2015,phone,True,2011,False,4,1.22,1242,0.021739130434782608
2836,SENIOR,54,9,75+,Chinatown,May,2014,print,False,2007,False,7,0.17,194,0.27835051546391754
2130,ADULT,1,0,45-54,Chinatown,May,2014,print,False,2008,False,6,0.0,194,0.005154639175257732
1391,ADULT,4,0,35-44,Main Library,May,2006,email,True,2006,False,0,0.0,1242,0.00322061191626409
2916,JUVENILE,1,0,0-9,Excelsior,May,2013,email,True,2013,False,0,0.0,247,0.004048582995951417
2054,ADULT,3,0,25-34,Mission,May,2013,email,True,2012,False,1,0.0,350,0.008571428571428572
1696,SENIOR,5,0,65-74,Main Library,May,2012,email,True,2011,False,1,0.0,1242,0.004025764895330112
786,ADULT,114,100,20-24,Excelsior,May,2015,email,True,2011,False,4,0.88,247,0.46153846153846156
634,SENIOR,40,0,65-74,Excelsior,May,2015,print,False,2015,False,0,0.0,247,0.16194331983805668
2036,ADULT,5,0,25-34,Mission,May,2015,phone,False,2015,False,0,0.0,350,0.014285714285714285
1621,ADULT,1,0,45-54,Main Library,May,2013,email,True,2012,False,1,0.0,1242,0.0008051529790660225
683,ADULT,5,0,10-19,Main Library,May,2009,email,True,2008,False,1,0.0,1242,0.004025764895330112
2113,ADULT,125,48,60-64,Mission,May,2015,phone,True,2013,False,2,0.38,350,0.35714285714285715
2132,ADULT,26,0,35-44,Mission,May,2015,email,True,2012,False,3,0.0,350,0.07428571428571429
1606,ADULT,10,18,35-44,Main Library,May,2015,email,True,2011,False,4,1.8,1242,0.008051529790660225
1805,ADULT,5,0,20-24,Main Library,May,2013,email,True,2013,False,0,0.0,1242,0.004025764895330112
1844,ADULT,9,19,35-44,Main Library,May,2013,email,True,2012,False,1,2.11,1242,0.007246376811594203
1591,ADULT,125,2,35-44,Main Library,May,2014,email,True,2010,False,4,0.02,1242,0.10064412238325282
1778,ADULT,21,6,35-44,Excelsior,May,2015,email,True,2007,False,8,0.29,247,0.08502024291497975
1560,ADULT,29,0,45-54,Main Library,May,2014,email,True,2014,False,0,0.0,1242,0.023349436392914653
1736,ADULT,10,0,45-54,Mission,May,2015,phone,False,2013,False,2,0.0,350,0.02857142857142857
4794,ADULT,132,29,25-34,Chinatown,May,2014,print,False,2007,False,7,0.22,194,0.6804123711340206
1430,ADULT,279,4,45-54,Main Library,May,2013,phone,False,2011,False,2,0.01,1242,0.2246376811594203
2650,JUVENILE,3,3,0-9,Excelsior,May,2015,phone,True,2015,False,0,1.0,247,0.012145748987854251
2056,ADULT,1,1,20-24,Main Library,May,2013,phone,False,2009,False,4,1.0,1242,0.0008051529790660225
2044,ADULT,50,0,35-44,Main Library,May,2015,email,True,2011,False,4,0.0,1242,0.040257648953301126
4133,JUVENILE,6,2,0-9,Chinatown,May,2015,print,False,2015,False,0,0.33,194,0.030927835051546393
1475,ADULT,6,18,20-24,Main Library,May,2014,email,True,2012,False,2,3.0,1242,0.004830917874396135
2964,ADULT,57,1,20-24,Excelsior,May,2014,email,True,2008,False,6,0.02,247,0.23076923076923078
2340,JUVENILE,91,6,10-19,Mission,May,2015,email,True,2011,False,4,0.07,350,0.26
